id_m,id_s
n878,s126-2
n883,s132-2
n882,s133-2
n881,s127-2
n886,s147-2
n885,s148-2
n884,s134-2
n887,s135-2
n888,s136-2
n889,s137-2
n890,s138-2
n891,s139-2
n892,s140-2
n893,s141-2
n895,s150-2
n894,s151-2
n896,s142-2
n897,s143-2
n898,s144-2
n899,s145-2
n900,s152-2
n901,s153-2
n902,s154-2
n903,s155-2
n906,s166-2
n905,s164-2
n904,s156-2
n907,s157-2
n908,s158-2
n909,s159-2
n910,s165-2
n911,s160-2
n912,s161-2
n913,s162-2
n914,s163-2
n916,s182-2
n917,s175-2
n915,s167-2
n919,s176-2
n920,s177-2
n918,s169-2
n921,s170-2
n924,s178-2
n923,s179-2
n922,s171-2
n925,s172-2
n927,s180-2
n926,s181-2
n928,s173-2
n929,s174-2
n931,s191-2
n930,s192-2
n932,s183-2
n934,s194-2
n935,s195-2
n933,s185-2
n936,s186-2
n937,s196-2
n938,s197-2
n939,s187-2
n940,s188-2
n942,s198-2
n941,s199-2
n943,s189-2
n944,s190-2
n945,s208-2
n946,s209-2
n947,s200-2
n948,s211-2
n949,s212-2
n950,s202-2
n951,s203-2
n953,s213-2
n952,s214-2
n954,s204-2
n955,s205-2
n957,s215-2
n956,s216-2
n958,s206-2
n959,s207-2
n961,s229-2
n960,s230-2
n962,s217-2
n963,s218-2
n965,s231-2
n964,s232-2
n966,s219-2
n967,s220-2
n970,s233-2
n969,s234-2
n968,s221-2
n971,s222-2
n974,s235-2
n973,s236-2
n972,s223-2
n975,s224-2
n978,s237-2
n977,s238-2
n976,s225-2
n979,s226-2
n981,s239-2
n980,s240-2
n982,s227-2
n983,s228-2
n984,s253-2
n985,s254-2
n986,s241-2
n987,s242-2
n988,s255-2
n989,s256-2
n990,s243-2
n991,s244-2
n994,s257-2
n992,s258-2
n993,s245-2
n995,s246-2
n998,s259-2
n996,s260-2
n997,s247-2
n999,s248-2
n1001,s261-2
n1000,s262-2
n1002,s249-2
n1003,s250-2
n1005,s263-2
n1004,s264-2
n1006,s251-2
n1007,s252-2
n1009,s277-2
n1008,s278-2
n1010,s265-2
n1011,s266-2
n1014,s279-2
n1012,s280-2
n1013,s267-2
n1015,s268-2
n1017,s281-2
n1016,s282-2
n1018,s269-2
n1020,s270-2
n1023,s283-2
n1021,s284-2
n1022,s271-2
n1024,s272-2
n1026,s285-2
n1025,s286-2
n1027,s273-2
n1028,s274-2
n1030,s287-2
n1029,s288-2
n1031,s275-2
n1032,s276-2
n1034,s292-2
n1033,s293-2
n1035,s289-2
n1038,s294-2
n1037,s295-2
n1036,s290-2
n1041,s301-2
n1043,s302-2
n1042,s298-2
n1044,s303-2
n1046,s304-2
n1045,s299-2
n1047,s305-2
n1049,s306-2
n1048,s300-2
n1050,s311-2
n1052,s312-2
n1051,s308-2
n1053,s313-2
n1055,s314-2
n1054,s309-2
n1056,s315-2
n1058,s316-2
n1057,s310-2
n1060,s323-2
n1059,s317-2
n1061,s318-2
n1062,s324-2
n1064,s325-2
n1063,s319-2
n1065,s320-2
n1066,s326-2
n1068,s327-2
n1067,s321-2
n1069,s322-2
n1070,s328-2
n1072,s333-2
n1071,s329-2
n1073,s334-2
n1074,s330-2
n1076,s335-2
n1075,s331-2
n1077,s336-2
n1078,s337-2
n1079,s338-2
n1080,s348-2
n1081,s349-2
n1083,s350-2
n1082,s340-2
n1085,s351-2
n1084,s341-2
n1086,s352-2
n1087,s342-2
n1088,s353-2
n1089,s354-2
n1090,s343-2
n1091,s355-2
n1092,s344-2
n1094,s356-2
n1093,s345-2
n1095,s357-2
n1097,s358-2
n1096,s346-2
n1099,s359-2
n1098,s347-2
n1100,s369-2
n1101,s360-2
n1102,s370-2
n1103,s371-2
n1104,s361-2
n1106,s372-2
n1105,s362-2
n1107,s373-2
n1108,s363-2
n1109,s374-2
n1110,s375-2
n1111,s364-2
n1112,s376-2
n1113,s365-2
n1114,s377-2
n1115,s366-2
n1116,s378-2
n1118,s379-2
n1117,s367-2
n1120,s380-2
n1119,s368-2
n1122,s393-2
n1121,s381-2
n1124,s394-2
n1123,s382-2
n1126,s395-2
n1125,s383-2
n1128,s396-2
n1127,s384-2
n1130,s397-2
n1129,s385-2
n1132,s398-2
n1131,s386-2
n1134,s399-2
n1133,s387-2
n1136,s400-2
n1135,s388-2
n1138,s401-2
n1137,s389-2
n1140,s402-2
n1139,s390-2
n1142,s403-2
n1141,s391-2
n1144,s404-2
n1143,s392-2
n1145,s411-2
n1146,s405-2
n1147,s412-2
n1148,s406-2
n1150,s413-2
n1149,s407-2
n1152,s414-2
n1151,s408-2
n1154,s415-2
n1153,s409-2
n1155,s416-2
n1156,s417-2
n1157,s418-2
n1158,s419-2
n1159,s420-2
n1160,s421-2
n1161,s422-2
n1162,s431-2
n1163,s424-2
n1164,s425-2
n1165,s426-2
n1168,s433-2
n1167,s429-2
n1166,s427-2
n1171,s434-2
n1170,s430-2
n1169,s428-2
n1172,s443-2
n1173,s436-2
n1174,s437-2
n1175,s438-2
n1177,s445-2
n1178,s439-2
n1176,s441-2
n1180,s446-2
n1181,s440-2
n1179,s442-2
n1182,s455-2
n1183,s448-2
n1184,s449-2
n1185,s450-2
n1188,s457-2
n1187,s451-2
n1186,s453-2
n1190,s458-2
n1191,s452-2
n1189,s454-2
n1194,s471-2
n1193,s459-2
n1192,s465-2
n1196,s472-2
n1197,s460-2
n1195,s466-2
n1198,s473-2
n1199,s461-2
n1200,s467-2
n1201,s474-2
n1203,s462-2
n1202,s468-2
n1206,s475-2
n1204,s463-2
n1205,s469-2
n1207,s476-2
n1208,s464-2
n1209,s470-2
n1211,s489-2
n1210,s477-2
n1213,s478-2
n1214,s479-2
n1215,s480-2
n1216,s481-2
n1217,s482-2
n1218,s483-2
n1219,s484-2
n1223,s491-2
n1220,s492-2
n1221,s493-2
n1222,s485-2
n1224,s486-2
n1225,s487-2
n1226,s488-2
n1229,s506-2
n1228,s507-2
n1227,s508-2
n1230,s494-2
n1231,s495-2
n1232,s496-2
n1233,s497-2
n1234,s498-2
n1235,s499-2
n1236,s500-2
n1237,s501-2
n1239,s510-2
n1240,s511-2
n1238,s512-2
n1241,s502-2
n1242,s503-2
n1244,s504-2
n1245,s505-2
n1248,s532-2
n1246,s533-2
n1247,s534-2
n1249,s513-2
n1250,s514-2
n1251,s515-2
n1252,s516-2
n1253,s535-2
n1254,s528-2
n1255,s529-2
n1257,s519-2
n1258,s520-2
n1259,s521-2
n1262,s530-2
n1260,s531-2
n1263,s524-2
n1264,s525-2
n1265,s526-2
n1267,s546-2
n1266,s544-2
n1268,s537-2
n1269,s538-2
n1270,s539-2
n1272,s547-2
n1271,s540-2
n1273,s542-2
n1276,s548-2
n1275,s541-2
n1274,s543-2
n1279,s564-2
n1277,s549-2
n1278,s555-2
n1282,s565-2
n1280,s550-2
n1281,s556-2
n1284,s566-2
n1285,s551-2
n1283,s557-2
n1286,s567-2
n1288,s552-2
n1287,s558-2
n1289,s568-2
n1290,s553-2
n1291,s559-2
n1292,s569-2
n1293,s554-2
n1294,s560-2
n1296,s585-2
n1295,s570-2
n1297,s571-2
n1298,s572-2
n1299,s573-2
n1300,s574-2
n1301,s575-2
n1303,s586-2
n1304,s587-2
n1305,s588-2
n1302,s576-2
n1306,s577-2
n1310,s589-2
n1307,s590-2
n1309,s591-2
n1308,s578-2
n1311,s579-2
n1312,s592-2
n1314,s593-2
n1313,s594-2
n1315,s580-2
n1316,s581-2
n1318,s608-2
n1319,s609-2
n1317,s610-2
n1320,s595-2
n1321,s596-2
n1322,s597-2
n1323,s598-2
n1324,s599-2
n1325,s600-2
n1329,s611-2
n1328,s612-2
n1327,s613-2
n1326,s601-2
n1330,s602-2
n1331,s614-2
n1332,s615-2
n1333,s616-2
n1334,s603-2
n1335,s604-2
n1338,s617-2
n1337,s618-2
n1336,s619-2
n1339,s605-2
n1340,s606-2
n1344,s637-2
n1341,s638-2
n1342,s639-2
n1343,s620-2
n1345,s621-2
n1346,s622-2
n1347,s623-2
n1348,s640-2
n1349,s633-2
n1350,s634-2
n1353,s626-2
n1354,s627-2
n1357,s635-2
n1355,s636-2
n1359,s630-2
n1360,s631-2
n1363,s656-2
n1362,s649-2
n1361,s641-2
n1364,s642-2
n1365,s643-2
n1366,s644-2
n1367,s645-2
n1369,s650-2
n1368,s646-2
n1371,s651-2
n1370,s647-2
n1373,s652-2
n1372,s648-2
n1375,s653-2
n1377,s654-2
n1379,s655-2
n1381,s665-2
n1382,s657-2
n1383,s658-2
n1384,s659-2
n1386,s660-2
n1387,s661-2
n1388,s667-2
n1389,s662-2
n1390,s668-2
n1391,s663-2
n1392,s669-2
n1393,s664-2
n1394,s670-2
n1397,s671-2
n1399,s672-2
n1402,s679-2
n1401,s676-2
n1403,s673-2
n1405,s680-2
n1404,s677-2
n1406,s674-2
n1408,s681-2
n1407,s678-2
n1409,s675-2
n1411,s689-2
n1410,s686-2
n1412,s683-2
n1414,s690-2
n1413,s687-2
n1415,s684-2
n1416,s691-2
n1417,s688-2
n1418,s685-2
n1421,s701-2
n1419,s697-2
n1420,s692-2
n1422,s693-2
n1423,s702-2
n1425,s698-2
n1424,s694-2
n1427,s703-2
n1428,s699-2
n1426,s695-2
n1429,s700-2
n1430,s696-2
n1431,s716-2
n1432,s713-2
n1433,s704-2
n1434,s705-2
n1435,s706-2
n1436,s717-2
n1437,s714-2
n1438,s707-2
n1439,s708-2
n1440,s709-2
n1441,s718-2
n1442,s715-2
n1443,s710-2
n1444,s711-2
n1445,s712-2
n1447,s731-2
n1446,s728-2
n1448,s719-2
n1449,s720-2
n1450,s721-2
n1451,s732-2
n1452,s729-2
n1453,s722-2
n1454,s723-2
n1455,s724-2
n1456,s733-2
n1457,s730-2
n1458,s725-2
n1459,s726-2
n1460,s727-2
n1462,s746-2
n1461,s734-2
n1463,s735-2
n1464,s736-2
n1465,s737-2
n1466,s747-2
n1467,s738-2
n1468,s739-2
n1469,s740-2
n1470,s741-2
n1472,s748-2
n1473,s742-2
n1474,s743-2
n1475,s744-2
n1476,s745-2
n1477,s760-2
n1478,s749-2
n1479,s761-2
n1480,s762-2
n1481,s763-2
n1482,s764-2
n1483,s765-2
n1484,s766-2
n1486,s751-2
n1487,s752-2
n1485,s753-2
n1488,s767-2
n1489,s768-2
n1493,s754-2
n1492,s755-2
n1491,s756-2
n1490,s769-2
n1496,s770-2
n1495,s757-2
n1497,s758-2
n1494,s759-2
n1498,s771-2
n1499,s785-2
n1501,s772-2
n1500,s773-2
n1502,s774-2
n1503,s786-2
n1504,s787-2
n1505,s788-2
n1506,s789-2
n1507,s790-2
n1508,s791-2
n1509,s776-2
n1510,s777-2
n1511,s778-2
n1512,s792-2
n1513,s793-2
n1514,s779-2
n1516,s780-2
n1515,s781-2
n1517,s794-2
n1518,s795-2
n1521,s782-2
n1520,s783-2
n1519,s784-2
n1522,s796-2
n1525,s801-2
n1526,s797-2
n1523,s798-2
n1524,s799-2
n1523a,s805-1
n1524a,s806-1
n1526a,s810-1
n1525a,s811-1
n1527,s812-1
n1528,s813-1
n1529,s814-1
n1530,s815-1
n1531,s816-1
n1532,s817-1
n1534,s821-1
n1535,s822-1
n1533,s818-1
n1537,s823-1
n1536,s824-1
n1538,s825-1
n1539,s826-1
n1540,s829-1
n1541,s830-1
n1542,s831-1
n1543,s832-1
n1544,s833-1
n1546,s843-1
n1545,s844-1
n1547,s835-1
n1548,s836-1
n1549,s837-1
n1552,s845-1
n1550,s846-1
n1554,s840-1
n1555,s841-1
n1556,s847-1
n1557,s848-1
n1558,s849-1
n1559,s850-1
n1562,s855-1
n1561,s856-1
n1565,s857-1
n1564,s858-1
n1568,s861-1
n1569,s862-1
n1572,s867-1
n1571,s868-1
n1570,s863-1
n1575,s869-1
n1574,s870-1
n1573,s864-1
n1576,s871-1
n1577,s872-1
n1578,s873-1
n1579,s874-1
n1582,s879-1
n1581,s880-1
n1584,s881-1
n1585,s882-1
n1587,s884-1
n1586,s883-1
n1589,s894-1
n1588,s895-1
n1590,s886-1
n1591,s887-1
n1592,s888-1
n1594,s896-1
n1593,s897-1
n1597,s891-1
n1598,s892-1
n1600,s905-1
n1599,s898-1
n1601,s906-1
n1602,s907-1
n1604,s908-1
n1603,s900-1
n1605,s901-1
n1606,s902-1
n1607,s909-1
n1608,s903-1
n1609,s910-1
n1610,s904-1
n1613,s923-1
n1612,s911-1
n1611,s912-1
n1614,s924-1
n1616,s913-1
n1615,s914-1
n1617,s925-1
n1619,s915-1
n1618,s916-1
n1620,s926-1
n1622,s917-1
n1621,s918-1
n1624,s927-1
n1625,s919-1
n1623,s920-1
n1626,s928-1
n1628,s921-1
n1627,s922-1
n1631,s937-1
n1630,s929-1
n1629,s930-1
n1632,s938-1
n1633,s939-1
n1635,s940-1
n1634,s932-1
n1636,s933-1
n1637,s934-1
n1638,s941-1
n1639,s935-1
n1641,s942-1
n1640,s936-1
n1642,s955-1
n1644,s943-1
n1643,s944-1
n1645,s956-1
n1647,s945-1
n1646,s946-1
n1649,s957-1
n1650,s947-1
n1648,s948-1
n1651,s958-1
n1653,s949-1
n1652,s950-1
n1654,s959-1
n1656,s951-1
n1655,s952-1
n1657,s960-1
n1658,s953-1
n1659,s954-1
n1662,s969-1
n1661,s961-1
n1660,s962-1
n1663,s970-1
n1664,s971-1
n1666,s972-1
n1665,s964-1
n1667,s965-1
n1668,s966-1
n1670,s973-1
n1669,s967-1
n1672,s974-1
n1671,s968-1
n1673,s987-1
n1675,s975-1
n1674,s976-1
n1676,s988-1
n1678,s977-1
n1677,s978-1
n1680,s989-1
n1681,s979-1
n1679,s980-1
n1682,s990-1
n1684,s981-1
n1683,s982-1
n1685,s991-1
n1687,s983-1
n1686,s984-1
n1689,s992-1
n1690,s985-1
n1688,s986-1
n1691,s1000-1
n1693,s993-1
n1692,s994-1
n1695,s1002-1
n1694,s996-1
n1697,s1003-1
n1696,s997-1
n1699,s1004-1
n1698,s998-1
n1700,s1005-1
n1701,s999-1
n1703,s1012-1
n1702,s1006-1
n1705,s1014-1
n1704,s1008-1
n1706,s1015-1
n1707,s1009-1
n1709,s1016-1
n1708,s1010-1
n1711,s1017-1
n1710,s1011-1
