id_m,id_s
n582,s621-1
n581,s622-1
n583,s647-1
n584,s648-1
n586,s625-1
n585,s626-1
n588,s649-1
n587,s650-1
n590,s627-1
n589,s628-1
n591,s651-1
n592,s652-1
n593,s629-1
n594,s630-1
n596,s653-1
n595,s654-1
n597,s631-1
n598,s632-1
n599,s655-1
n600,s656-1
n602,s633-1
n601,s634-1
n603,s657-1
n604,s658-1
n606,s635-1
n605,s636-1
n609,s659-1
n607,s643-1
n608,s637-1
n610,s660-1
n611,s661-1
n612,s662-1
n615,s663-1
n614,s644-1
n613,s638-1
n616,s639-1
n617,s640-1
n618,s641-1
n620,s684-1
n619,s665-1
n621,s685-1
n622,s686-1
n623,s667-1
n625,s687-1
n624,s668-1
n626,s669-1
n628,s688-1
n627,s670-1
n630,s689-1
n629,s671-1
n632,s690-1
n631,s672-1
n634,s691-1
n633,s673-1
n637,s692-1
n636,s681-1
n638,s693-1
n643,s694-1
n644,s695-1
n648,s696-1
n647,s682-1
n646,s676-1
n649,s697-1
n650,s698-1
n651,s677-1
n653,s699-1
n652,s678-1
n654,s679-1
n656,s723-1
n655,s700-1
n657,s713-1
n658,s714-1
n659,s715-1
n662,s724-1
n661,s716-1
n660,s701-1
n663,s717-1
n664,s718-1
n665,s719-1
n668,s725-1
n667,s720-1
n666,s702-1
n673,s703-1
n674,s704-1
n675,s705-1
n676,s706-1
n677,s707-1
n678,s708-1
n679,s709-1
n680,s710-1
n681,s711-1
n682,s712-1
n683,s727-1
n685,s747-1
n684,s748-1
n687,s729-1
n688,s730-1
n689,s731-1
n690,s732-1
n691,s733-1
n693,s751-1
n692,s752-1
n694,s735-1
n695,s736-1
n696,s737-1
n697,s738-1
n701,s754-1
n699,s755-1
n700,s756-1
n698,s739-1
n704,s757-1
n703,s758-1
n702,s740-1
n705,s742-1
n706,s743-1
n707,s744-1
n708,s745-1
n709,s761-1
n710,s786-1
n711,s778-1
n712,s763-1
n713,s764-1
n714,s765-1
n715,s766-1
n716,s767-1
n717,s768-1
n720,s787-1
n721,s779-1
n719,s775-1
n718,s769-1
n726,s780-1
n728,s776-1
n727,s770-1
n729,s771-1
n732,s781-1
n731,s782-1
n730,s772-1
n735,s783-1
n734,s784-1
n733,s773-1
n737,s811-1
n738,s789-1
n736,s790-1
n739,s812-1
n740,s813-1
n741,s814-1
n743,s815-1
n744,s791-1
n742,s792-1
n745,s816-1
n746,s817-1
n747,s818-1
n750,s819-1
n751,s809-1
n749,s803-1
n748,s793-1
n752,s820-1
n753,s821-1
n754,s822-1
n757,s823-1
n755,s810-1
n758,s795-1
n760,s824-1
n759,s796-1
n761,s797-1
n763,s825-1
n762,s798-1
n764,s799-1
n766,s826-1
n765,s800-1
n767,s801-1
n770,s849-1
n769,s827-1
n768,s828-1
n771,s850-1
n772,s851-1
n773,s852-1
n776,s853-1
n775,s829-1
n774,s830-1
n777,s854-1
n778,s855-1
n779,s856-1
n782,s857-1
n783,s847-1
n781,s841-1
n780,s831-1
n784,s858-1
n785,s859-1
n786,s860-1
n789,s861-1
n788,s848-1
n790,s833-1
n792,s862-1
n791,s834-1
n793,s835-1
n795,s863-1
n794,s836-1
n796,s837-1
n798,s864-1
n797,s838-1
n799,s839-1
n801,s881-1
n802,s865-1
n800,s866-1
n803,s882-1
n806,s883-1
n805,s867-1
n804,s868-1
n807,s884-1
n808,s885-1
n809,s886-1
n811,s887-1
n812,s869-1
n810,s870-1
n813,s888-1
n816,s889-1
n815,s871-1
n814,s872-1
n818,s873-1
n817,s874-1
n820,s875-1
n819,s876-1
n821,s877-1
n822,s878-1
n823,s879-1
n824,s880-1
n826,s909-1
n825,s891-1
n828,s910-1
n827,s892-1
n830,s911-1
n829,s893-1
n831,s912-1
n832,s913-1
n834,s914-1
n833,s895-1
n840,s915-1
n839,s896-1
n842,s916-1
n841,s897-1
n844,s917-1
n843,s898-1
n845,s918-1
n846,s899-1
n848,s919-1
n847,s900-1
n849,s920-1
n851,s921-1
n850,s901-1
n852,s902-1
n853,s922-1
n854,s903-1
n855,s904-1
n857,s923-1
n856,s905-1
n858,s906-1
n860,s924-1
n859,s907-1
n861,s908-1
n863,s943-1
n862,s925-1
n865,s944-1
n864,s926-1
n867,s945-1
n868,s946-1
n869,s947-1
n871,s948-1
n870,s929-1
n876,s949-1
n877,s930-1
n879,s950-1
n878,s931-1
n881,s951-1
n880,s932-1
n882,s952-1
n884,s953-1
n883,s933-1
n885,s954-1
n887,s955-1
n886,s935-1
n888,s936-1
n889,s937-1
n890,s938-1
n891,s939-1
n892,s940-1
n893,s941-1
n894,s942-1
n899,s987-1
n898,s957-1
n895,s958-1
n897,s959-1
n896,s960-1
n900,s988-1
n902,s989-1
n901,s961-1
n903,s990-1
n904,s991-1
n922,s980-1
n921,s979-1
n920,s978-1
n919,s977-1
n918,s976-1
n917,s975-1
n916,s974-1
n915,s973-1
n914,s972-1
n913,s971-1
n912,s970-1
n911,s969-1
n910,s968-1
n905,s963-1
n906,s964-1
n908,s966-1
n909,s967-1
n907,s965-1
n924,s992-1
n925,s993-1
n927,s994-1
n926,s985-1
n928,s995-1
n929,s996-1
n932,s999-1
n930,s997-1
n931,s998-1
n933,s1000-1
n934,s1001-1
n935,s1002-1
n936,s1003-1
n937,s1004-1
n938,s1005-1
n939,s1006-1
n940,s1007-1
n941,s1008-1
n942,s1009-1
n943,s1010-1
n944,s1011-1
n945,s1012-1
n946,s1013-1
n947,s1014-1
n948,s1015-1
n949,s1016-1
n950,s1017-1
n951,s1018-1
n952,s1019-1
n953,s1020-1
n955,s1050-1
n954,s1021-1
n956,s1051-1
n958,s1052-1
n957,s1022-1
n959,s1053-1
n960,s1054-1
n978,s1041-1
n977,s1040-1
n976,s1039-1
n975,s1038-1
n974,s1037-1
n973,s1036-1
n972,s1035-1
n971,s1034-1
n970,s1033-1
n969,s1032-1
n968,s1031-1
n967,s1030-1
n966,s1029-1
n961,s1024-1
n962,s1025-1
n963,s1026-1
n964,s1027-1
n965,s1028-1
n980,s1056-1
n979,s1042-1
n981,s1043-1
n982,s1044-1
n984,s1057-1
n983,s1058-1
n985,s1045-1
n987,s1059-1
n986,s1060-1
n988,s1047-1
n989,s1048-1
n990,s1049-1
n992,s1077-1
n993,s1078-1
n991,s1061-1
n994,s1062-1
n997,s1080-1
n996,s1081-1
n995,s1063-1
n998,s1064-1
n1001,s1082-1
n1000,s1083-1
n999,s1065-1
n1002,s1066-1
n1005,s1085-1
n1004,s1086-1
n1003,s1067-1
n1006,s1068-1
n1009,s1087-1
n1008,s1088-1
n1007,s1069-1
n1010,s1070-1
n1011,s1071-1
n1012,s1072-1
n1013,s1073-1
n1014,s1074-1
n1015,s1075-1
n1016,s1076-1
n1018,s1111-1
n1019,s1092-1
n1017,s1093-1
n1020,s1112-1
n1021,s1113-1
n1022,s1114-1
n1025,s1115-1
n1024,s1094-1
n1023,s1095-1
n1026,s1116-1
n1027,s1117-1
n1028,s1118-1
n1032,s1119-1
n1031,s1109-1
n1030,s1106-1
n1029,s1096-1
n1033,s1120-1
n1034,s1121-1
n1035,s1122-1
n1037,s1123-1
n1038,s1110-1
n1036,s1107-1
n1039,s1098-1
n1041,s1124-1
n1040,s1099-1
n1042,s1100-1
n1044,s1125-1
n1043,s1101-1
n1045,s1102-1
n1047,s1126-1
n1046,s1103-1
n1048,s1104-1
n1050,s1146-1
n1051,s1127-1
n1049,s1128-1
n1052,s1147-1
n1053,s1148-1
n1054,s1149-1
n1056,s1150-1
n1057,s1129-1
n1055,s1130-1
n1058,s1151-1
n1059,s1152-1
n1060,s1153-1
n1063,s1154-1
n1064,s1144-1
n1062,s1141-1
n1061,s1131-1
n1065,s1155-1
n1066,s1156-1
n1067,s1157-1
n1069,s1158-1
n1070,s1145-1
n1068,s1142-1
n1071,s1133-1
n1072,s1159-1
n1073,s1134-1
n1074,s1135-1
n1076,s1160-1
n1075,s1136-1
n1077,s1137-1
n1079,s1161-1
n1078,s1138-1
n1080,s1139-1
n1082,s1174-1
n1081,s1162-1
n1083,s1175-1
n1088,s1176-1
n1089,s1163-1
n1090,s1177-1
n1091,s1178-1
n1092,s1179-1
n1094,s1180-1
n1093,s1164-1
n1096,s1181-1
n1095,s1165-1
n1098,s1182-1
n1097,s1166-1
n1099,s1183-1
n1100,s1167-1
n1101,s1184-1
n1102,s1185-1
n1103,s1169-1
n1105,s1186-1
n1104,s1170-1
n1106,s1187-1
n1107,s1171-1
n1109,s1188-1
n1108,s1172-1
n1110,s1189-1
n1111,s1173-1
n1113,s1208-1
n1112,s1190-1
n1114,s1209-1
n1115,s1191-1
n1117,s1210-1
n1116,s1192-1
n1118,s1211-1
n1119,s1212-1
n1120,s1213-1
n1121,s1194-1
n1122,s1195-1
n1124,s1214-1
n1123,s1196-1
n1125,s1197-1
n1127,s1215-1
n1126,s1198-1
n1128,s1199-1
n1130,s1216-1
n1129,s1200-1
n1132,s1217-1
n1131,s1201-1
n1133,s1218-1
n1134,s1219-1
n1135,s1203-1
n1137,s1220-1
n1136,s1204-1
n1138,s1221-1
n1139,s1205-1
n1141,s1222-1
n1140,s1206-1
n1142,s1223-1
n1143,s1207-1
n1145,s1242-1
n1144,s1224-1
n1146,s1243-1
n1147,s1225-1
n1149,s1244-1
n1148,s1226-1
n1150,s1245-1
n1151,s1246-1
n1153,s1247-1
n1152,s1228-1
n1154,s1229-1
n1156,s1248-1
n1155,s1230-1
n1157,s1231-1
n1159,s1249-1
n1158,s1232-1
n1160,s1233-1
n1162,s1250-1
n1161,s1234-1
n1164,s1251-1
n1163,s1235-1
n1165,s1252-1
n1166,s1253-1
n1167,s1237-1
n1169,s1254-1
n1168,s1238-1
n1170,s1255-1
n1171,s1239-1
n1173,s1256-1
n1172,s1240-1
n1174,s1257-1
n1175,s1241-1
n1177,s1275-1
n1176,s1258-1
n1178,s1276-1
n1179,s1259-1
n1181,s1277-1
n1180,s1260-1
n1182,s1278-1
n1183,s1279-1
n1185,s1280-1
n1184,s1262-1
n1186,s1263-1
n1188,s1281-1
n1187,s1264-1
n1189,s1265-1
n1191,s1282-1
n1190,s1266-1
n1192,s1267-1
n1193,s1268-1
n1194,s1283-1
n1195,s1284-1
n1196,s1269-1
n1198,s1285-1
n1199,s1286-1
n1200,s1287-1
n1204,s1288-1
n1206,s1272-1
n1208,s1289-1
n1207,s1273-1
n1210,s1290-1
n1209,s1274-1
n1211,s1291-1
n1212,s1320-1
n1213,s1321-1
n1214,s1322-1
n1215,s1294-1
n1216,s1295-1
n1217,s1296-1
n1218,s1297-1
n1219,s1298-1
n1220,s1325-1
n1221,s1326-1
n1222,s1327-1
n1223,s1301-1
n1224,s1302-1
n1225,s1303-1
n1226,s1304-1
n1227,s1305-1
n1228,s1330-1
n1229,s1331-1
n1230,s1332-1
n1231,s1308-1
n1232,s1309-1
n1233,s1310-1
n1234,s1311-1
n1235,s1312-1
n1236,s1335-1
n1237,s1336-1
n1238,s1337-1
n1239,s1315-1
n1240,s1316-1
n1241,s1317-1
n1242,s1318-1
n1243,s1339-1
n1244,s1368-1
n1245,s1369-1
n1246,s1370-1
n1247,s1342-1
n1248,s1343-1
n1249,s1344-1
n1250,s1345-1
n1251,s1346-1
n1252,s1375-1
n1253,s1376-1
n1254,s1377-1
n1255,s1349-1
n1256,s1350-1
n1257,s1351-1
n1258,s1352-1
n1259,s1353-1
n1260,s1382-1
n1261,s1383-1
n1262,s1384-1
n1263,s1356-1
n1264,s1357-1
n1265,s1358-1
n1266,s1359-1
n1267,s1360-1
n1268,s1389-1
n1269,s1390-1
n1270,s1391-1
n1271,s1363-1
n1272,s1364-1
n1273,s1365-1
n1274,s1366-1
n1276,s1427-1
n1275,s1395-1
n1278,s1396-1
n1279,s1397-1
n1280,s1398-1
n1281,s1399-1
n1282,s1400-1
n1283,s1401-1
n1284,s1402-1
n1285,s1403-1
n1286,s1404-1
n1287,s1405-1
n1288,s1406-1
n1289,s1407-1
n1290,s1408-1
n1291,s1409-1
n1292,s1410-1
n1296,s1429-1
n1293,s1430-1
n1294,s1431-1
n1295,s1411-1
n1297,s1412-1
n1298,s1413-1
n1299,s1414-1
n1300,s1415-1
n1301,s1416-1
n1302,s1417-1
n1303,s1418-1
n1304,s1419-1
n1305,s1420-1
n1306,s1421-1
n1307,s1422-1
n1308,s1423-1
n1309,s1424-1
n1310,s1425-1
n1311,s1426-1
n1313,s1452-1
n1312,s1432-1
n1314,s1453-1
n1315,s1454-1
n1316,s1434-1
n1318,s1455-1
n1317,s1435-1
n1319,s1436-1
n1321,s1456-1
n1320,s1437-1
n1323,s1457-1
n1322,s1438-1
n1325,s1458-1
n1324,s1439-1
n1327,s1459-1
n1326,s1440-1
n1330,s1460-1
n1329,s1450-1
n1331,s1461-1
n1336,s1462-1
n1337,s1463-1
n1341,s1464-1
n1340,s1451-1
n1339,s1443-1
n1342,s1465-1
n1343,s1466-1
n1347,s1467-1
n1346,s1446-1
n1352,s1492-1
n1351,s1481-1
n1350,s1468-1
n1353,s1482-1
n1354,s1483-1
n1355,s1484-1
n1357,s1493-1
n1358,s1485-1
n1356,s1469-1
n1359,s1486-1
n1360,s1487-1
n1361,s1488-1
n1364,s1494-1
n1363,s1489-1
n1362,s1470-1
n1370,s1471-1
n1371,s1472-1
n1372,s1473-1
n1373,s1474-1
n1374,s1475-1
n1375,s1476-1
n1376,s1477-1
n1377,s1478-1
n1378,s1479-1
n1379,s1480-1
n1380,s1496-1
n1381,s1497-1
n1382,s1498-1
n1383,s1499-1
n1385,s1528-1
n1384,s1500-1
n1387,s1529-1
n1386,s1501-1
n1389,s1530-1
n1388,s1502-1
n1391,s1531-1
n1390,s1503-1
n1393,s1532-1
n1392,s1504-1
n1394,s1533-1
n1395,s1505-1
n1396,s1534-1
n1397,s1506-1
n1398,s1535-1
n1399,s1507-1
n1401,s1536-1
n1400,s1508-1
n1402,s1537-1
n1403,s1509-1
n1404,s1538-1
n1405,s1510-1
n1407,s1539-1
n1406,s1511-1
n1410,s1540-1
n1408,s1522-1
n1409,s1512-1
n1411,s1541-1
n1412,s1542-1
n1413,s1543-1
n1414,s1544-1
n1415,s1545-1
n1416,s1546-1
n1417,s1547-1
n1420,s1548-1
n1418,s1523-1
n1419,s1513-1
n1421,s1514-1
n1422,s1515-1
n1423,s1516-1
n1424,s1517-1
n1425,s1518-1
n1426,s1519-1
n1427,s1520-1
n1429,s1576-1
n1428,s1550-1
n1430,s1577-1
n1431,s1578-1
n1432,s1552-1
n1433,s1553-1
n1435,s1579-1
n1434,s1554-1
n1436,s1555-1
n1437,s1556-1
n1438,s1557-1
n1440,s1580-1
n1439,s1558-1
n1442,s1581-1
n1441,s1559-1
n1444,s1582-1
n1443,s1560-1
n1446,s1583-1
n1445,s1561-1
n1449,s1584-1
n1448,s1573-1
n1447,s1562-1
n1450,s1585-1
n1455,s1586-1
n1456,s1563-1
n1457,s1587-1
n1459,s1588-1
n1458,s1574-1
n1460,s1565-1
n1462,s1589-1
n1461,s1566-1
n1463,s1567-1
n1465,s1590-1
n1464,s1568-1
n1466,s1569-1
n1468,s1591-1
n1467,s1570-1
n1469,s1571-1
n1472,s1619-1
n1470,s1620-1
n1471,s1592-1
n1473,s1610-1
n1474,s1611-1
n1475,s1612-1
n1476,s1593-1
n1479,s1621-1
n1478,s1622-1
n1477,s1594-1
n1480,s1613-1
n1481,s1614-1
n1482,s1615-1
n1483,s1595-1
n1487,s1623-1
n1486,s1624-1
n1485,s1616-1
n1484,s1596-1
n1492,s1597-1
n1493,s1598-1
n1496,s1601-1
n1497,s1602-1
n1498,s1603-1
n1499,s1604-1
n1501,s1606-1
n1502,s1607-1
n1503,s1608-1
n1504,s1609-1
n1506,s1647-1
n1505,s1626-1
n1507,s1648-1
n1508,s1649-1
n1509,s1650-1
n1510,s1651-1
n1511,s1652-1
n1512,s1628-1
n1513,s1629-1
n1514,s1630-1
n1515,s1631-1
n1517,s1654-1
n1516,s1632-1
n1518,s1655-1
n1519,s1656-1
n1520,s1657-1
n1521,s1658-1
n1522,s1659-1
n1523,s1634-1
n1524,s1635-1
n1525,s1636-1
n1526,s1637-1
n1529,s1661-1
n1528,s1662-1
n1527,s1638-1
n1534,s1639-1
n1535,s1640-1
n1537,s1663-1
n1536,s1641-1
n1538,s1643-1
n1539,s1644-1
n1540,s1645-1
n1541,s1646-1
n1544,s1685-1
n1543,s1686-1
n1547,s1671-1
n1551,s1687-1
n1550,s1674-1
n1557,s1688-1
n1559,s1683-1
n1558,s1675-1
n1560,s1676-1
n1562,s1689-1
n1561,s1677-1
n1563,s1690-1
n1564,s1691-1
n1565,s1692-1
n1567,s1693-1
n1566,s1678-1
n1568,s1694-1
n1573,s1695-1
n1575,s1696-1
n1574,s1679-1
n1576,s1680-1
n1578,s1728-1
n1577,s1700-1
n1579,s1701-1
n1581,s1729-1
n1580,s1702-1
n1582,s1703-1
n1584,s1730-1
n1583,s1704-1
n1585,s1705-1
n1587,s1731-1
n1586,s1706-1
n1588,s1707-1
n1590,s1732-1
n1591,s1709-1
n1589,s1708-1
n1592,s1733-1
n1597,s1734-1
n1599,s1735-1
n1598,s1710-1
n1600,s1711-1
n1604,s1736-1
n1602,s1737-1
n1603,s1738-1
n1601,s1712-1
n1605,s1713-1
n1606,s1714-1
n1607,s1715-1
n1608,s1716-1
n1609,s1717-1
n1610,s1718-1
n1611,s1719-1
n1613,s1740-1
n1612,s1741-1
n1614,s1742-1
n1615,s1721-1
n1616,s1722-1
n1617,s1723-1
n1618,s1724-1
n1619,s1725-1
n1620,s1726-1
n1621,s1727-1
n1622,s1774-1
n1623,s1775-1
n1625,s1745-1
n1628,s1746-1
n1629,s1747-1
n1630,s1777-1
n1631,s1778-1
n1633,s1749-1
n1636,s1750-1
n1637,s1751-1
n1639,s1780-1
n1638,s1781-1
n1643,s1753-1
n1644,s1754-1
n1645,s1755-1
n1646,s1783-1
n1647,s1784-1
n1649,s1757-1
n1652,s1758-1
n1653,s1759-1
n1655,s1786-1
n1654,s1760-1
n1656,s1787-1
n1657,s1788-1
n1658,s1762-1
n1660,s1789-1
n1659,s1763-1
n1661,s1764-1
n1663,s1790-1
n1662,s1765-1
n1665,s1791-1
n1664,s1766-1
n1666,s1792-1
n1667,s1768-1
n1668,s1769-1
n1670,s1793-1
n1669,s1770-1
n1671,s1771-1
n1672,s1772-1
n1673,s1773-1
n1675,s1829-1
n1674,s1794-1
n1676,s1795-1
n1678,s1830-1
n1677,s1796-1
n1679,s1797-1
n1681,s1831-1
n1680,s1798-1
n1682,s1799-1
n1684,s1832-1
n1683,s1800-1
n1685,s1801-1
n1687,s1833-1
n1686,s1802-1
n1688,s1803-1
n1690,s1834-1
n1689,s1804-1
n1691,s1835-1
n1692,s1806-1
n1693,s1807-1
n1694,s1808-1
n1696,s1836-1
n1695,s1809-1
n1697,s1810-1
n1698,s1811-1
n1699,s1812-1
n1703,s1837-1
n1701,s1838-1
n1702,s1839-1
n1700,s1813-1
n1704,s1814-1
n1705,s1815-1
n1706,s1816-1
n1707,s1817-1
n1708,s1818-1
n1709,s1819-1
n1710,s1820-1
n1711,s1841-1
n1713,s1842-1
n1712,s1843-1
n1714,s1822-1
n1715,s1823-1
n1716,s1824-1
n1717,s1825-1
n1718,s1826-1
