id_m,id_s
n726,s256-2
n727,s257-2
n725,s233-2
n730,s258-2
n729,s259-2
n728,s234-2
n731,s260-2
n734,s261-2
n733,s262-2
n732,s236-2
n737,s263-2
n736,s264-2
n735,s237-2
n740,s265-2
n739,s266-2
n738,s238-2
n742,s286-2
n741,s267-2
n743,s287-2
n744,s288-2
n745,s268-2
n746,s289-2
n748,s290-2
n747,s269-2
n749a,s291-2
n749,s292-2
n750,s270-2
n751,s293-2
n753,s294-2
n752,s272-2
n754,s295-2
n755,s273-2
n756,s274-2
n758,s296-2
n757,s275-2
n759,s276-2
n761,s297-2
n760,s277-2
n763,s298-2
n762,s278-2
n765,s299-2
n764,s279-2
n766,s300-2
n767,s301-2
n769,s302-2
n768,s281-2
n771,s303-2
n770,s282-2
n772,s283-2
n774,s304-2
n773,s284-2
n775,s285-2
n777,s326-2
n776,s305-2
n779,s327-2
n778,s306-2
n781,s328-2
n780,s307-2
n782,s329-2
n783,s330-2
n785,s331-2
n784,s309-2
n787,s332-2
n786,s310-2
n788,s311-2
n790,s333-2
n789,s312-2
n791,s313-2
n793,s334-2
n792,s314-2
n795,s335-2
n794,s315-2
n796,s336-2
n797,s317-2
n799,s337-2
n798,s318-2
n800,s319-2
n802,s338-2
n801,s320-2
n803,s339-2
n804,s321-2
n805,s340-2
n806,s323-2
n808,s341-2
n807,s324-2
n809,s325-2
n810,s342-2
n813,s343-2
n814,s344-2
n815,s345-2
n816,s346-2
n817,s347-2
n818,s348-2
n819,s349-2
n820,s350-2
n821,s351-2
n822,s352-2
n823,s353-2
n824,s354-2
n826,s375-2
n827,s376-2
n825,s355-2
n828,s356-2
n829,s357-2
n830,s358-2
n831,s359-2
n832,s360-2
n833,s361-2
n834,s362-2
n836,s378-2
n835,s379-2
n837,s364-2
n838,s365-2
n839,s366-2
n841,s380-2
n840,s381-2
n842,s368-2
n843,s369-2
n844,s370-2
n847,s405-2
n846,s406-2
n845,s382-2
n848,s383-2
n849,s384-2
n850,s385-2
n851,s386-2
n852,s387-2
n853,s388-2
n854,s389-2
n856,s408-2
n855,s409-2
n857,s391-2
n858,s392-2
n859,s393-2
n860,s410-2
n861,s411-2
n862,s395-2
n863,s396-2
n864,s397-2
n865,s398-2
n868,s399-2
n869,s400-2
n870,s401-2
n872,s402-2
n881,s415-2
n880,s416-2
n879,s417-2
n888,s403-2
n889,s404-2
n891,s439-2
n892,s440-2
n890,s418-2
n894,s441-2
n893,s442-2
n896,s443-2
n895,s444-2
n897,s445-2
n898,s446-2
n899,s420-2
n900,s421-2
n901,s422-2
n902,s448-2
n903,s449-2
n905,s450-2
n904,s451-2
n907,s452-2
n906,s453-2
n908,s454-2
n910,s455-2
n909,s424-2
n911,s425-2
n912,s426-2
n913,s427-2
n914,s428-2
n915,s429-2
n916,s430-2
n917,s431-2
n918,s432-2
n919,s433-2
n920,s434-2
n921,s435-2
n922,s436-2
n923,s437-2
n924,s438-2
n926,s465-1
n933,s458-1
n934,s459-1
n937,s473-1
n935,s466-1
n936,s467-1
n938,s460-1
n940,s474-1
n941,s468-1
n939,s469-1
n942,s461-1
n944,s475-1
n946,s470-1
n945,s471-1
n943,s462-1
n947,s463-1
n950,s488-1
n949,s484-1
n948,s476-1
n951,s477-1
n952,s478-1
n954,s489-1
n953,s485-1
n955,s479-1
n957,s490-1
n956,s486-1
n958,s480-1
n959,s481-1
n960,s491-1
n961,s487-1
n962,s482-1
n963,s483-1
n965,s513-1
n964,s508-1
n966,s493-1
n967,s494-1
n968,s495-1
n970,s514-1
n969,s509-1
n971,s497-1
n972,s498-1
n973,s499-1
n975,s515-1
n974,s510-1
n976,s501-1
n977,s502-1
n978,s503-1
n981,s516-1
n979,s511-1
n980,s512-1
n982,s505-1
n983,s506-1
n984,s507-1
n985,s517-1
n986,s525-1
n987,s526-1
n988,s527-1
n990,s521-1
n989,s518-1
n991,s529-1
n992,s530-1
n993,s531-1
n995,s522-1
n994,s519-1
n996,s533-1
n997,s534-1
n998,s535-1
n999,s523-1
n1000,s520-1
n1001,s537-1
n1002,s538-1
n1003,s539-1
n1005,s578-1
n1004,s572-1
n1006,s541-1
n1007,s542-1
n1008,s543-1
n1009,s544-1
n1010,s545-1
n1011,s546-1
n1012,s547-1
n1013,s579-1
n1014,s573-1
n1015,s549-1
n1016,s550-1
n1017,s551-1
n1018,s574-1
n1019,s552-1
n1020,s553-1
n1021,s554-1
n1022,s555-1
n1024,s580-1
n1023,s575-1
n1025,s557-1
n1026,s558-1
n1027,s559-1
n1028,s560-1
n1029,s561-1
n1030,s562-1
n1031,s563-1
n1032,s581-1
n1033,s576-1
n1034,s565-1
n1035,s566-1
n1036,s567-1
n1037,s568-1
n1039,s569-1
n1040,s570-1
n1041,s571-1
n1044,s594-1
n1043,s595-1
n1045,s582-1
n1055,s583-1
n1056,s584-1
n1058,s596-1
n1059,s597-1
n1057,s585-1
n1060,s586-1
n1061,s587-1
n1062,s588-1
n1063,s589-1
n1064,s590-1
n1065,s591-1
n1066,s592-1
n1067,s593-1
n1069,s611-1
n1068,s599-1
n1070,s612-1
n1071,s613-1
n1072,s614-1
n1074,s615-1
n1073,s601-1
n1075,s616-1
n1076,s617-1
n1077,s618-1
n1078,s619-1
n1082,s621-1
n1081,s605-1
n1080,s604-1
n1083,s606-1
n1084,s622-1
n1085,s607-1
n1086,s608-1
n1088,s623-1
n1087,s609-1
n1089,s624-1
n1091,s625-1
n1090,s610-1
n1092,s626-1
n1094,s639-1
n1093,s627-1
n1095,s640-1
n1097,s641-1
n1096,s628-1
n1098,s642-1
n1100,s643-1
n1099,s629-1
n1101,s644-1
n1102,s645-1
n1103,s646-1
n1104,s647-1
n1105,s648-1
n1107,s649-1
n1108,s633-1
n1106,s632-1
n1109,s634-1
n1111,s650-1
n1110,s635-1
n1112,s636-1
n1113,s651-1
n1114,s637-1
n1115,s652-1
n1117,s653-1
n1116,s638-1
n1118,s654-1
n1120,s663-1
n1119,s655-1
n1121,s664-1
n1123,s665-1
n1122,s656-1
n1124,s666-1
n1125,s667-1
n1126,s668-1
n1128,s669-1
n1127,s658-1
n1129,s670-1
n1131,s671-1
n1130,s659-1
n1132,s672-1
n1134,s673-1
n1133,s660-1
n1135,s674-1
n1136,s675-1
n1137,s676-1
n1139,s677-1
n1138,s662-1
n1140,s678-1
n1142,s688-1
n1141,s679-1
n1143,s689-1
n1145,s690-1
n1144,s680-1
n1146,s691-1
n1147,s692-1
n1148,s693-1
n1150,s694-1
n1149,s682-1
n1151,s695-1
n1153,s696-1
n1152,s683-1
n1154,s697-1
n1156,s698-1
n1155,s684-1
n1157,s699-1
n1158,s700-1
n1159,s701-1
n1161,s702-1
n1160,s686-1
n1162,s703-1
n1164,s732-1
n1165,s721-1
n1163,s711-1
n1166,s722-1
n1167,s712-1
n1169,s723-1
n1168,s713-1
n1171,s724-1
n1170,s714-1
n1173,s725-1
n1172,s715-1
n1176,s726-1
n1175,s716-1
n1174,s706-1
n1179,s727-1
n1178,s717-1
n1177,s707-1
n1182,s728-1
n1181,s718-1
n1180,s708-1
n1185,s729-1
n1184,s719-1
n1183,s709-1
n1189,s749-1
n1190,s750-1
n1191,s751-1
n1193,s752-1
n1192,s753-1
n1194,s754-1
n1195,s755-1
n1196,s756-1
n1198,s757-1
n1199,s758-1
n1197,s738-1
n1202,s759-1
n1201,s760-1
n1200,s739-1
n1205,s761-1
n1204,s762-1
n1203,s740-1
n1207,s763-1
n1206,s741-1
n1208,s764-1
n1209,s765-1
n1210,s742-1
n1213,s766-1
n1211,s767-1
n1212,s743-1
n1216,s768-1
n1214,s769-1
n1215,s744-1
n1217,s770-1
n1220,s771-1
n1219,s772-1
n1218,s746-1
n1223,s773-1
n1222,s774-1
n1221,s747-1
n1226,s775-1
n1224,s776-1
n1225,s748-1
n1228,s793-1
n1227,s777-1
n1231,s794-1
n1230,s795-1
n1229,s778-1
n1234,s796-1
n1233,s797-1
n1232,s779-1
n1236,s798-1
n1237,s799-1
n1235,s780-1
n1238,s800-1
n1239,s801-1
n1240,s802-1
n1241,s782-1
n1244,s803-1
n1243,s804-1
n1242,s783-1
n1246,s805-1
n1247,s806-1
n1245,s784-1
n1249,s807-1
n1248,s785-1
n1251,s808-1
n1252,s809-1
n1250,s786-1
n1254,s810-1
n1255,s811-1
n1253,s787-1
n1258,s812-1
n1257,s813-1
n1256,s788-1
n1259,s814-1
n1261,s815-1
n1262,s816-1
n1260,s790-1
n1265,s817-1
n1264,s818-1
n1263,s791-1
n1267,s819-1
n1268,s820-1
n1266,s792-1
n1270,s840-1
n1269,s821-1
n1273,s841-1
n1272,s842-1
n1271,s822-1
n1275,s843-1
n1276,s844-1
n1274,s823-1
n1278,s845-1
n1279,s846-1
n1277,s824-1
n1280,s847-1
n1282,s848-1
n1281,s826-1
n1284,s849-1
n1283,s827-1
n1285,s828-1
n1287,s850-1
n1286,s829-1
n1288,s830-1
n1290,s851-1
n1289,s831-1
n1292,s852-1
n1291,s832-1
n1294,s853-1
n1293,s833-1
n1295,s854-1
n1296,s855-1
n1297,s856-1
n1298,s835-1
n1300,s857-1
n1299,s836-1
n1301,s837-1
n1303,s858-1
n1302,s838-1
n1304,s839-1
n1306,s880-1
n1305,s859-1
n1308,s881-1
n1307,s860-1
n1310,s882-1
n1309,s861-1
n1311,s883-1
n1312,s884-1
n1314,s885-1
n1313,s863-1
n1316,s886-1
n1315,s864-1
n1317,s865-1
n1319,s887-1
n1318,s866-1
n1320,s867-1
n1322,s888-1
n1321,s868-1
n1324,s889-1
n1323,s869-1
n1326,s890-1
n1327,s871-1
n1329,s891-1
n1328,s872-1
n1330,s873-1
n1332,s892-1
n1331,s874-1
n1334,s893-1
n1333,s875-1
n1335,s894-1
n1336,s877-1
n1338,s895-1
n1337,s878-1
n1339,s879-1
n1341,s925-1
n1342,s926-1
n1340,s896-1
n1343,s897-1
n1344,s898-1
n1345,s899-1
n1346,s900-1
n1347,s901-1
n1348,s902-1
n1349,s903-1
n1350,s904-1
n1351,s905-1
n1352,s906-1
n1353,s907-1
n1354,s908-1
n1357,s929-1
n1356,s930-1
n1355,s909-1
n1358,s910-1
n1359,s911-1
n1360,s912-1
n1361,s913-1
n1362,s914-1
n1363,s915-1
n1364,s916-1
n1366,s932-1
n1365,s933-1
n1367,s918-1
n1368,s919-1
n1369,s920-1
n1371,s934-1
n1370,s935-1
n1372,s922-1
n1373,s923-1
n1374,s924-1
n1376,s936-1
n1378,s937-1
n1379,s938-1
n1380,s939-1
n1381,s940-1
n1382,s941-1
n1383,s942-1
n1384,s943-1
n1386,s962-1
n1385,s963-1
n1387,s945-1
n1388,s946-1
n1389,s947-1
n1391,s964-1
n1390,s965-1
n1392,s949-1
n1393,s950-1
n1394,s951-1
n1395,s966-1
n1397,s967-1
n1396,s952-1
n1398,s953-1
n1399,s954-1
n1400,s955-1
n1402,s956-1
n1412,s969-1
n1411,s970-1
n1409,s971-1
n1419,s957-1
n1420,s958-1
n1422,s993-1
n1423,s994-1
n1421,s972-1
n1424,s995-1
n1425,s996-1
n1427,s997-1
n1426,s998-1
n1429,s999-1
n1428,s1000-1
n1430,s974-1
n1431,s975-1
n1432,s976-1
n1433,s1002-1
n1434,s1003-1
n1435,s1004-1
n1436,s1005-1
n1438,s1006-1
n1437,s1007-1
n1440,s1008-1
n1439,s1009-1
n1441,s979-1
n1442,s980-1
n1443,s981-1
n1444,s982-1
n1445,s983-1
n1446,s984-1
n1447,s985-1
n1448,s986-1
n1449,s987-1
n1450,s988-1
n1451,s989-1
n1452,s990-1
n1453,s991-1
n1454,s992-1
n1456,s465-2
n1463,s458-2
n1464,s459-2
n1467,s473-2
n1465,s466-2
n1466,s467-2
n1468,s460-2
n1470,s474-2
n1471,s468-2
n1469,s469-2
n1472,s461-2
n1474,s475-2
n1476,s470-2
n1475,s471-2
n1473,s462-2
n1477,s463-2
n1480,s488-2
n1479,s484-2
n1478,s476-2
n1481,s477-2
n1482,s478-2
n1484,s489-2
n1483,s485-2
n1485,s479-2
n1487,s490-2
n1486,s486-2
n1488,s480-2
n1489,s481-2
n1490,s491-2
n1491,s487-2
n1492,s482-2
n1493,s483-2
n1495,s513-2
n1494,s508-2
n1496,s493-2
n1497,s494-2
n1498,s495-2
n1500,s514-2
n1499,s509-2
n1501,s497-2
n1502,s498-2
n1503,s499-2
n1505,s515-2
n1504,s510-2
n1506,s501-2
n1507,s502-2
n1508,s503-2
n1511,s516-2
n1509,s511-2
n1510,s512-2
n1512,s505-2
n1513,s506-2
n1514,s507-2
n1515,s517-2
n1516,s525-2
n1517,s526-2
n1518,s527-2
n1520,s521-2
n1519,s518-2
n1521,s529-2
n1522,s530-2
n1523,s531-2
n1525,s522-2
n1524,s519-2
n1526,s533-2
n1527,s534-2
n1528,s535-2
n1529,s523-2
n1530,s520-2
n1531,s537-2
n1532,s538-2
n1533,s539-2
n1535,s578-2
n1534,s572-2
n1536,s541-2
n1537,s542-2
n1538,s543-2
n1539,s544-2
n1540,s545-2
n1541,s546-2
n1542,s547-2
n1543,s579-2
n1544,s573-2
n1545,s549-2
n1546,s550-2
n1547,s551-2
n1548,s574-2
n1549,s552-2
n1550,s553-2
n1551,s554-2
n1552,s555-2
n1554,s580-2
n1553,s575-2
n1555,s557-2
n1556,s558-2
n1557,s559-2
n1558,s560-2
n1559,s561-2
n1560,s562-2
n1561,s563-2
n1562,s581-2
n1563,s576-2
n1564,s565-2
n1565,s566-2
n1566,s567-2
n1567,s568-2
n1569,s569-2
n1570,s570-2
n1571,s571-2
n1574,s594-2
n1573,s595-2
n1575,s582-2
n1585,s583-2
n1586,s584-2
n1588,s596-2
n1589,s597-2
n1587,s585-2
n1590,s586-2
n1591,s587-2
n1592,s588-2
n1593,s589-2
n1594,s590-2
n1595,s591-2
n1596,s592-2
n1597,s593-2
n1599,s611-2
n1598,s599-2
n1600,s612-2
n1601,s613-2
n1602,s614-2
n1604,s615-2
n1603,s601-2
n1605,s616-2
n1606,s617-2
n1607,s618-2
n1608,s619-2
n1612,s621-2
n1611,s605-2
n1610,s604-2
n1613,s606-2
n1614,s622-2
n1615,s607-2
n1616,s608-2
n1618,s623-2
n1617,s609-2
n1619,s624-2
n1621,s625-2
n1620,s610-2
n1622,s626-2
n1624,s639-2
n1623,s627-2
n1625,s640-2
n1627,s641-2
n1626,s628-2
n1628,s642-2
n1630,s643-2
n1629,s629-2
n1631,s644-2
n1632,s645-2
n1633,s646-2
n1634,s647-2
n1635,s648-2
n1637,s649-2
n1638,s633-2
n1636,s632-2
n1639,s634-2
n1641,s650-2
n1640,s635-2
n1642,s636-2
n1643,s651-2
n1644,s637-2
n1645,s652-2
n1647,s653-2
n1646,s638-2
n1648,s654-2
n1650,s663-2
n1649,s655-2
n1651,s664-2
n1653,s665-2
n1652,s656-2
n1654,s666-2
n1655,s667-2
n1656,s668-2
n1658,s669-2
n1657,s658-2
n1659,s670-2
n1661,s671-2
n1660,s659-2
n1662,s672-2
n1664,s673-2
n1663,s660-2
n1665,s674-2
n1666,s675-2
n1667,s676-2
n1669,s677-2
n1668,s662-2
n1670,s678-2
n1672,s688-2
n1671,s679-2
n1673,s689-2
n1675,s690-2
n1674,s680-2
n1676,s691-2
n1677,s692-2
n1678,s693-2
n1680,s694-2
n1679,s682-2
n1681,s695-2
n1683,s696-2
n1682,s683-2
n1684,s697-2
n1686,s698-2
n1685,s684-2
n1687,s699-2
n1688,s700-2
n1689,s701-2
n1691,s702-2
n1690,s686-2
n1692,s703-2
n1694,s732-2
n1695,s721-2
n1693,s711-2
n1696,s722-2
n1697,s712-2
n1699,s723-2
n1698,s713-2
n1701,s724-2
n1700,s714-2
n1703,s725-2
n1702,s715-2
n1706,s726-2
n1705,s716-2
n1704,s706-2
n1709,s727-2
n1708,s717-2
n1707,s707-2
n1712,s728-2
n1711,s718-2
n1710,s708-2
n1715,s729-2
n1714,s719-2
n1713,s709-2
n1719,s749-2
n1720,s750-2
n1721,s751-2
n1723,s752-2
n1722,s753-2
n1724,s754-2
n1725,s755-2
n1726,s756-2
n1728,s757-2
n1729,s758-2
n1727,s738-2
n1732,s759-2
n1731,s760-2
n1730,s739-2
n1735,s761-2
n1734,s762-2
n1733,s740-2
n1737,s763-2
n1736,s741-2
n1738,s764-2
n1739,s765-2
n1740,s742-2
n1743,s766-2
n1741,s767-2
n1742,s743-2
n1746,s768-2
n1744,s769-2
n1745,s744-2
n1747,s770-2
n1750,s771-2
n1749,s772-2
n1748,s746-2
n1753,s773-2
n1752,s774-2
n1751,s747-2
n1756,s775-2
n1754,s776-2
n1755,s748-2
n1758,s793-2
n1757,s777-2
n1761,s794-2
n1760,s795-2
n1759,s778-2
n1764,s796-2
n1763,s797-2
n1762,s779-2
n1766,s798-2
n1767,s799-2
n1765,s780-2
n1768,s800-2
n1769,s801-2
n1770,s802-2
n1771,s782-2
n1774,s803-2
n1773,s804-2
n1772,s783-2
n1776,s805-2
n1777,s806-2
n1775,s784-2
n1779,s807-2
n1778,s785-2
n1781,s808-2
n1782,s809-2
n1780,s786-2
n1784,s810-2
n1785,s811-2
n1783,s787-2
n1788,s812-2
n1787,s813-2
n1786,s788-2
n1789,s814-2
n1791,s815-2
n1792,s816-2
n1790,s790-2
n1795,s817-2
n1794,s818-2
n1793,s791-2
n1797,s819-2
n1798,s820-2
n1796,s792-2
n1800,s840-2
n1799,s821-2
n1803,s841-2
n1802,s842-2
n1801,s822-2
n1805,s843-2
n1806,s844-2
n1804,s823-2
n1808,s845-2
n1809,s846-2
n1807,s824-2
n1810,s847-2
n1812,s848-2
n1811,s826-2
n1814,s849-2
n1813,s827-2
