xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,cadence,cadence_type
7,7,12.5,0.5,25.0,1.0,1200,48,51,5,n68-1,ii6,1.0,2/2,,0
7,7,12.5,0.5,25.0,1.0,1200,48,63,5,n69-1,,,,,0
7,7,12.5,0.25,25.0,0.5,1200,24,67,1,n63-1,,,,,0
7,7,12.75,0.25,25.5,0.5,1224,24,72,1,n64-1,,,,,0
7,7,13.0,1.0,26.0,2.0,1248,96,53,6,n72-1,V(64),1.0,2/2,,0
7,7,13.0,0.5,26.0,1.0,1248,48,62,5,n70-1,,,,,0
7,7,13.0,0.5,26.0,1.0,1248,48,70,1,n65-1,,,,,0
7,7,13.5,0.5,27.0,1.0,1296,48,60,5,n71-1,V,1.0,2/2,,0
7,7,13.5,0.5,27.0,1.0,1296,48,69,1,n66-1,,,,,0
8,8,14.0,0.5,28.0,1.0,1344,48,58,5,n81-1,I|PAC},6.0,2/2,PAC,1
8,8,14.0,0.25,28.0,0.5,1344,24,70,1,n73-1,,,,,0
8,8,14.25,0.25,28.5,0.5,1368,24,65,1,n74-1,,,,,0
8,8,14.5,0.25,29.0,0.5,1392,24,67,1,n75-1,,,,,0
8,8,14.75,0.25,29.5,0.5,1416,24,69,1,n76-1,,,,,0
8,8,15.0,0.25,30.0,0.5,1440,24,70,1,n77-1,,,,,0
8,8,15.25,0.25,30.5,0.5,1464,24,72,1,n78-1,,,,,0
8,8,15.5,0.25,31.0,0.5,1488,24,74,1,n79-1,,,,,0
8,8,15.75,0.25,31.5,0.5,1512,24,75,1,n80-1,,,,,0
9,9,16.0,0.25,32.0,0.5,1536,24,58,5,n88-1,{,0.0,2/2,,0
9,9,16.0,0.75,32.0,1.5,1536,72,77,1,n84-1,,,,,0
9,9,16.25,0.25,32.5,0.5,1560,24,65,5,n89-1,,,,,0
9,9,16.5,0.25,33.0,0.5,1584,24,62,5,n90-1,,,,,0
9,9,16.75,0.25,33.5,0.5,1608,24,74,1,n85-1,,,,,0
9,9,16.75,0.25,33.5,0.5,1608,24,65,5,n91-1,,,,,0
9,9,17.0,0.25,34.0,0.5,1632,24,55,5,n92-1,vi,2.0,2/2,,0
9,9,17.0,0.5,34.0,1.0,1632,48,70,1,n86-1,,,,,0
9,9,17.25,0.25,34.5,0.5,1656,24,62,5,n93-1,,,,,0
9,9,17.5,0.25,35.0,0.5,1680,24,58,5,n94-1,,,,,0
9,9,17.5,0.5,35.0,1.0,1680,48,70,1,n87-1,,,,,0
9,9,17.75,0.25,35.5,0.5,1704,24,62,5,n95-1,,,,,0
10,10,18.0,0.25,36.0,0.5,1728,24,51,5,n104-1,ii6,2.0,2/2,,0
10,10,18.0,0.5,36.0,1.0,1728,48,75,1,n96-1,,,,,0
10,10,18.25,0.25,36.5,0.5,1752,24,60,5,n105-1,,,,,0
10,10,18.5,0.5,37.0,1.0,1776,48,79,1,n101-1,,,,,0
10,10,18.5,0.0,37.0,0.0,1776,0,75,1,n98-1,,,,,0
10,10,18.5,0.0,37.0,0.0,1776,0,77,1,n97-1,,,,,0
10,10,18.5,0.0,37.0,0.0,1776,0,74,1,n99-1,,,,,0
10,10,18.5,0.0,37.0,0.0,1776,0,75,1,n100-1,,,,,0
10,10,18.5,0.25,37.0,0.5,1776,24,55,5,n106-1,,,,,0
10,10,18.75,0.25,37.5,0.5,1800,24,60,5,n107-1,,,,,0
10,10,19.0,0.25,38.0,0.5,1824,24,53,5,n108-1,V7,2.0,2/2,,0
10,10,19.0,0.5,38.0,1.0,1824,48,69,1,n102-1,,,,,0
10,10,19.25,0.25,38.5,0.5,1848,24,63,5,n109-1,,,,,0
10,10,19.5,0.25,39.0,0.5,1872,24,60,5,n110-1,,,,,0
10,10,19.75,0.25,39.5,0.5,1896,24,63,5,n111-1,,,,,0
11,11,20.0,0.5,40.0,1.0,1920,48,62,5,n120-1,I6,1.0,2/2,,0
11,11,20.0,0.25,40.0,0.5,1920,24,72,1,n112-1,,,,,0
11,11,20.25,0.25,40.5,0.5,1944,24,70,1,n113-1,,,,,0
11,11,20.5,0.5,41.0,1.0,1968,48,57,6,n123-1,V6,1.0,2/2,,0
11,11,20.5,1.0,41.0,2.0,1968,96,65,5,n121-1,,,,,0
11,11,20.5,0.25,41.0,0.5,1968,24,74,1,n114-1,,,,,0
11,11,20.75,0.25,41.5,0.5,1992,24,72,1,n115-1,,,,,0
11,11,21.0,0.5,42.0,1.0,2016,48,58,6,n124-1,I,1.0,2/2,,0
11,11,21.0,0.25,42.0,0.5,2016,24,75,1,n116-1,,,,,0
11,11,21.25,0.25,42.5,0.5,2040,24,74,1,n117-1,,,,,0
11,11,21.5,0.5,43.0,1.0,2064,48,51,6,n125-1,ii6,1.0,2/2,,0
11,11,21.5,0.5,43.0,1.0,2064,48,60,5,n122-1,,,,,0
11,11,21.5,0.25,43.0,0.5,2064,24,77,1,n118-1,,,,,0
11,11,21.75,0.25,43.5,0.5,2088,24,75,1,n119-1,,,,,0
12,12,22.0,0.75,44.0,1.5,2112,72,74,1,n126-1,,,,,0
12,12,22.0,1.5,44.0,3.0,2112,144,53,5,n133-1,V(64)},2.0,2/2,,0
12,12,22.0,1.0,44.0,2.0,2112,96,58,5,n134-1,,,,,0
12,12,22.75,0.125,45.5,0.25,2184,12,75,1,n127-1,,,,,0
12,12,22.875,0.125,45.75,0.25,2196,12,74,1,n128-1,,,,,0
12,12,23.0,0.5,46.0,1.0,2208,48,57,5,n136-1,V|HC,2.0,2/2,HC,2
12,12,23.0,0.25,46.0,0.5,2208,24,72,1,n129-1,,,,,0
12,12,23.25,0.25,46.5,0.5,2232,24,74,1,n130-1,,,,,0
12,12,23.5,0.25,47.0,0.5,2256,24,75,1,n131-1,,,,,0
12,12,23.75,0.25,47.5,0.5,2280,24,76,1,n132-1,,,,,0
13,13,24.0,0.75,48.0,1.5,2304,72,77,1,n137-1,,,,,0
13,13,24.0,0.25,48.0,0.5,2304,24,58,5,n145-1,I{,2.0,2/2,,0
13,13,24.25,0.25,48.5,0.5,2328,24,65,5,n146-1,,,,,0
13,13,24.5,0.25,49.0,0.5,2352,24,62,5,n147-1,,,,,0
13,13,24.75,0.25,49.5,0.5,2376,24,65,5,n148-1,,,,,0
13,13,24.75,0.083333336,49.5,0.16666667,2376,8,75,1,n138-1,,,,,0
13,13,24.833334,0.083333336,49.666668,0.16666667,2384,8,74,1,n139-1,,,,,0
13,13,24.916666,0.083333336,49.833332,0.16666667,2392,8,72,1,n140-1,,,,,0
13,13,25.0,0.25,50.0,0.5,2400,24,55,5,n149-1,vi,2.0,2/2,,0
13,13,25.0,0.25,50.0,0.5,2400,24,70,1,n141-1,,,,,0
13,13,25.25,0.25,50.5,0.5,2424,24,62,5,n150-1,,,,,0
13,13,25.25,0.25,50.5,0.5,2424,24,70,1,n142-1,,,,,0
13,13,25.5,0.25,51.0,0.5,2448,24,58,5,n151-1,,,,,0
13,13,25.5,0.25,51.0,0.5,2448,24,70,1,n143-1,,,,,0
13,13,25.75,0.25,51.5,0.5,2472,24,70,1,n144-1,,,,,0
13,13,25.75,0.25,51.5,0.5,2472,24,62,5,n152-1,,,,,0
14,14,26.0,0.25,52.0,0.5,2496,24,51,5,n162-1,ii6,2.0,2/2,,0
14,14,26.0,0.5,52.0,1.0,2496,48,75,1,n153-1,,,,,0
14,14,26.25,0.25,52.5,0.5,2520,24,60,5,n163-1,,,,,0
14,14,26.5,0.25,53.0,0.5,2544,24,55,5,n164-1,,,,,0
14,14,26.5,0.0,53.0,0.0,2544,0,74,1,n156-1,,,,,0
14,14,26.5,0.0,53.0,0.0,2544,0,75,1,n155-1,,,,,0
14,14,26.5,0.0,53.0,0.0,2544,0,75,1,n157-1,,,,,0
14,14,26.5,0.0,53.0,0.0,2544,0,77,1,n154-1,,,,,0
14,14,26.5,0.5,53.0,1.0,2544,48,79,1,n158-1,,,,,0
14,14,26.75,0.25,53.5,0.5,2568,24,60,5,n165-1,,,,,0
14,14,27.0,0.5,54.0,1.0,2592,48,69,1,n159-1,,,,,0
14,14,27.0,0.25,54.0,0.5,2592,24,53,5,n166-1,V7,2.0,2/2,,0
14,14,27.25,0.25,54.5,0.5,2616,24,63,5,n167-1,,,,,0
14,14,27.5,0.25,55.0,0.5,2640,24,60,5,n168-1,,,,,0
14,14,27.75,0.25,55.5,0.5,2664,24,63,5,n169-1,,,,,0
14,14,27.75,0.25,55.5,0.5,2664,24,81,1,n161-1,,,,,0
15,15,28.0,0.5,56.0,1.0,2688,48,50,6,n185-1,I6,1.0,2/2,,0
15,15,28.0,1.0,56.0,2.0,2688,96,58,5,n182-1,,,,,0
15,15,28.0,0.16666667,56.0,0.33333334,2688,16,82,1,n170-1,,,,,0
15,15,28.166666,0.16666667,56.333332,0.33333334,2704,16,77,1,n171-1,,,,,0
15,15,28.333334,0.16666667,56.666668,0.33333334,2720,16,74,1,n172-1,,,,,0
15,15,28.5,0.5,57.0,1.0,2736,48,51,6,n186-1,ii65,1.0,2/2,,0
15,15,28.5,0.16666667,57.0,0.33333334,2736,16,79,1,n173-1,,,,,0
15,15,28.666666,0.16666667,57.333332,0.33333334,2752,16,75,1,n174-1,,,,,0
15,15,28.833334,0.16666667,57.666668,0.33333334,2768,16,72,1,n175-1,,,,,0
15,15,29.0,1.0,58.0,2.0,2784,96,53,6,n187-1,V(64),1.0,2/2,,0
15,15,29.0,0.5,58.0,1.0,2784,48,62,5,n183-1,,,,,0
15,15,29.0,0.16666667,58.0,0.33333334,2784,16,77,1,n176-1,,,,,0
15,15,29.166666,0.16666667,58.333332,0.33333334,2800,16,74,1,n177-1,,,,,0
15,15,29.333334,0.16666667,58.666668,0.33333334,2816,16,70,1,n178-1,,,,,0
15,15,29.5,0.5,59.0,1.0,2832,48,63,5,n184-1,V7,1.0,2/2,,0
15,15,29.5,0.16666667,59.0,0.33333334,2832,16,75,1,n179-1,,,,,0
15,15,29.666666,0.16666667,59.333332,0.33333334,2848,16,72,1,n180-1,,,,,0
15,15,29.833334,0.16666667,59.666668,0.33333334,2864,16,69,1,n181-1,,,,,0
16,16,30.0,0.5,60.0,1.0,2880,48,70,1,n188-1,,,,,0
16,16,30.0,0.5,60.0,1.0,2880,48,58,5,n195-1,I|PAC},6.0,2/2,PAC,1
16,16,30.0,0.5,60.0,1.0,2880,48,62,5,n196-1,,,,,0
16,16,30.5,0.5,61.0,1.0,2928,48,46,6,n198-1,,,,,0
16,16,30.75,0.25,61.5,0.5,2952,24,65,1,n190-1,{,0.0,2/2,,0
16,16,31.0,0.25,62.0,0.5,2976,24,70,1,n191-1,,,,,0
16,16,31.25,0.25,62.5,0.5,3000,24,69,1,n192-1,,,,,0
16,16,31.5,0.25,63.0,0.5,3024,24,70,1,n193-1,,,,,0
16,16,31.75,0.25,63.5,0.5,3048,24,72,1,n194-1,,,,,0
17,17,32.0,0.5,64.0,1.0,3072,48,74,1,n199-1,,,,,0
17,17,32.5,0.5,65.0,1.0,3120,48,70,1,n200-1,,,,,0
17,17,32.5,0.5,65.0,1.0,3120,48,74,1,n201-1,,,,,0
17,17,32.5,0.5,65.0,1.0,3120,48,58,5,n207-1,,,,,0
17,17,33.0,0.5,66.0,1.0,3168,48,70,1,n202-1,,,,,0
17,17,33.0,0.5,66.0,1.0,3168,48,74,1,n203-1,,,,,0
17,17,33.0,0.5,66.0,1.0,3168,48,55,5,n208-1,vi,1.0,2/2,,0
17,17,33.5,0.5,67.0,1.0,3216,48,51,5,n209-1,ii6,1.0,2/2,,0
17,17,33.5,0.5,67.0,1.0,3216,48,72,1,n204-1,,,,,0
17,17,33.5,0.5,67.0,1.0,3216,48,75,1,n205-1,,,,,0
18,18,34.0,0.5,68.0,1.0,3264,48,53,5,n218-1,V|HC,4.0,2/2,HC,2
18,18,34.0,0.5,68.0,1.0,3264,48,69,1,n210-1,,,,,0
18,18,34.0,0.5,68.0,1.0,3264,48,72,1,n211-1,,,,,0
18,18,34.5,0.5,69.0,1.0,3312,48,41,5,n219-1,,,,,0
18,18,34.75,0.25,69.5,0.5,3336,24,65,1,n213-1,,,,,0
18,18,35.0,0.25,70.0,0.5,3360,24,72,1,n214-1,,,,,0
18,18,35.25,0.25,70.5,0.5,3384,24,70,1,n215-1,,,,,0
18,18,35.5,0.25,71.0,0.5,3408,24,72,1,n216-1,,,,,0
18,18,35.75,0.25,71.5,0.5,3432,24,74,1,n217-1,,,,,0
19,19,36.0,0.5,72.0,1.0,3456,48,75,1,n221-1,V7,1.0,2/2,,0
19,19,36.5,0.5,73.0,1.0,3504,48,60,5,n229-1,ii,1.0,2/2,,0
19,19,36.5,0.5,73.0,1.0,3504,48,67,1,n222-1,,,,,0
19,19,36.5,0.5,73.0,1.0,3504,48,75,1,n223-1,,,,,0
19,19,37.0,0.5,74.0,1.0,3552,48,57,5,n230-1,viio,1.0,2/2,,0
19,19,37.0,0.5,74.0,1.0,3552,48,72,1,n224-1,,,,,0
19,19,37.0,0.5,74.0,1.0,3552,48,75,1,n225-1,,,,,0
19,19,37.5,0.5,75.0,1.0,3600,48,53,5,n231-1,V,1.0,2/2,,0
19,19,37.5,0.5,75.0,1.0,3600,48,69,1,n226-1,,,,,0
19,19,37.5,0.5,75.0,1.0,3600,48,77,1,n227-1,,,,,0
20,20,38.0,0.5,76.0,1.0,3648,48,74,1,n233-1,,,,,0
20,20,38.0,0.5,76.0,1.0,3648,48,58,5,n240-1,I|IAC},4.0,2/2,IAC,1
20,20,38.0,0.5,76.0,1.0,3648,48,70,1,n232-1,,,,,0
20,20,38.5,0.5,77.0,1.0,3696,48,46,5,n241-1,,,,,0
20,20,38.75,0.25,77.5,0.5,3720,24,70,1,n235-1,{,0.0,2/2,,0
20,20,39.0,0.25,78.0,0.5,3744,24,74,1,n236-1,,,,,0
20,20,39.25,0.25,78.5,0.5,3768,24,72,1,n237-1,,,,,0
20,20,39.5,0.25,79.0,0.5,3792,24,74,1,n238-1,,,,,0
20,20,39.75,0.25,79.5,0.5,3816,24,76,1,n239-1,,,,,0
21,21,40.0,0.5,80.0,1.0,3840,48,77,1,n243-1,V.I6,2.0,2/2,,0
21,21,40.25,0.25,80.5,0.5,3864,24,57,5,n254-1,,,,,0
21,21,40.5,0.25,81.0,0.5,3888,24,60,5,n255-1,,,,,0
21,21,40.666668,0.16666667,81.333336,0.33333334,3904,16,77,1,n245-1,,,,,0
21,21,40.75,0.25,81.5,0.5,3912,24,57,5,n256-1,,,,,0
21,21,40.833332,0.16666667,81.666664,0.33333334,3920,16,79,1,n246-1,,,,,0
21,21,41.0,0.5,82.0,1.0,3936,48,65,5,n257-1,I,2.0,2/2,,0
21,21,41.0,0.16666667,82.0,0.33333334,3936,16,81,1,n247-1,,,,,0
21,21,41.166668,0.16666667,82.333336,0.33333334,3952,16,79,1,n248-1,,,,,0
21,21,41.333332,0.16666667,82.666664,0.33333334,3968,16,77,1,n249-1,,,,,0
21,21,41.5,0.16666667,83.0,0.33333334,3984,16,76,1,n250-1,,,,,0
21,21,41.666668,0.16666667,83.333336,0.33333334,4000,16,74,1,n251-1,,,,,0
21,21,41.833332,0.16666667,83.666664,0.33333334,4016,16,72,1,n252-1,,,,,0
22,22,42.0,0.5,84.0,1.0,4032,48,70,1,n259-1,viio6,2.0,2/2,,0
22,22,42.25,0.25,84.5,0.5,4056,24,55,5,n270-1,,,,,0
22,22,42.5,0.25,85.0,0.5,4080,24,58,5,n271-1,,,,,0
22,22,42.666668,0.16666667,85.333336,0.33333334,4096,16,76,1,n261-1,,,,,0
22,22,42.75,0.25,85.5,0.5,4104,24,55,5,n272-1,,,,,0
22,22,42.833332,0.16666667,85.666664,0.33333334,4112,16,77,1,n262-1,,,,,0
22,22,43.0,0.5,86.0,1.0,4128,48,64,5,n273-1,viio,2.0,2/2,,0
22,22,43.0,0.16666667,86.0,0.33333334,4128,16,79,1,n263-1,,,,,0
22,22,43.166668,0.16666667,86.333336,0.33333334,4144,16,77,1,n264-1,,,,,0
22,22,43.333332,0.16666667,86.666664,0.33333334,4160,16,76,1,n265-1,,,,,0
22,22,43.5,0.16666667,87.0,0.33333334,4176,16,74,1,n266-1,,,,,0
22,22,43.666668,0.16666667,87.333336,0.33333334,4192,16,72,1,n267-1,,,,,0
22,22,43.833332,0.16666667,87.666664,0.33333334,4208,16,70,1,n268-1,,,,,0
23,23,44.0,0.125,88.0,0.25,4224,12,69,1,n275-1,,,,,0
23,23,44.0,0.5,88.0,1.0,4224,48,65,5,n290-1,I,4.0,2/2,,0
23,23,44.125,0.125,88.25,0.25,4236,12,72,1,n276-1,,,,,0
23,23,44.25,0.125,88.5,0.25,4248,12,70,1,n277-1,,,,,0
23,23,44.375,0.125,88.75,0.25,4260,12,69,1,n278-1,,,,,0
23,23,44.5,0.125,89.0,0.25,4272,12,70,1,n279-1,,,,,0
23,23,44.625,0.125,89.25,0.25,4284,12,72,1,n280-1,,,,,0
23,23,44.75,0.125,89.5,0.25,4296,12,74,1,n281-1,,,,,0
23,23,44.875,0.125,89.75,0.25,4308,12,76,1,n282-1,,,,,0
23,23,45.0,0.125,90.0,0.25,4320,12,77,1,n283-1,,,,,0
23,23,45.125,0.125,90.25,0.25,4332,12,79,1,n284-1,,,,,0
23,23,45.25,0.125,90.5,0.25,4344,12,81,1,n285-1,,,,,0
23,23,45.375,0.125,90.75,0.25,4356,12,82,1,n286-1,,,,,0
23,23,45.5,0.25,91.0,0.5,4368,24,84,1,n287-1,,,,,0
23,23,45.5,0.5,91.0,1.0,4368,48,53,5,n292-1,,,,,0
23,23,45.75,0.25,91.5,0.5,4392,24,65,1,n288-1,,,,,0
23,23,45.75,0.25,91.5,0.5,4392,24,69,1,n289-1,,,,,0
24,24,46.0,0.25,92.0,0.5,4416,24,48,5,n300-1,V(64)},1.0,2/2,,0
24,24,46.0,0.5,92.0,1.0,4416,48,65,1,n293-1,,,,,0
24,24,46.0,0.5,92.0,1.0,4416,48,69,1,n294-1,,,,,0
24,24,46.25,0.25,92.5,0.5,4440,24,60,5,n301-1,,,,,0
24,24,46.5,0.25,93.0,0.5,4464,24,59,5,n302-1,V|HC,1.0,2/2,HC,2
24,24,46.5,0.5,93.0,1.0,4464,48,64,1,n295-1,,,,,0
24,24,46.5,0.5,93.0,1.0,4464,48,67,1,n296-1,,,,,0
24,24,46.75,0.25,93.5,0.5,4488,24,60,5,n303-1,,,,,0
24,24,47.0,0.75,94.0,1.5,4512,72,79,1,n297-1,,,,,0
24,24,47.0,0.25,94.0,0.5,4512,24,58,5,n304-1,V2{,2.0,2/2,,0
24,24,47.25,0.25,94.5,0.5,4536,24,60,5,n305-1,,,,,0
24,24,47.5,0.25,95.0,0.5,4560,24,58,5,n306-1,,,,,0
24,24,47.75,0.25,95.5,0.5,4584,24,60,5,n307-1,,,,,0
24,24,47.75,0.125,95.5,0.25,4584,12,76,1,n298-1,,,,,0
24,24,47.875,0.125,95.75,0.25,4596,12,72,1,n299-1,,,,,0
25,25,48.0,0.25,96.0,0.5,4608,24,57,5,n313-1,I6,2.0,2/2,,0
25,25,48.0,0.5,96.0,1.0,4608,48,77,1,n308-1,,,,,0
25,25,48.25,0.25,96.5,0.5,4632,24,60,5,n314-1,,,,,0
25,25,48.5,0.25,97.0,0.5,4656,24,57,5,n315-1,,,,,0
25,25,48.5,0.5,97.0,1.0,4656,48,78,1,n309-1,,,,,0
25,25,48.75,0.25,97.5,0.5,4680,24,60,5,n316-1,,,,,0
25,25,49.0,0.75,98.0,1.5,4704,72,79,1,n310-1,,,,,0
25,25,49.0,0.25,98.0,0.5,4704,24,58,5,n317-1,V2,2.0,2/2,,0
25,25,49.25,0.25,98.5,0.5,4728,24,60,5,n318-1,,,,,0
25,25,49.5,0.25,99.0,0.5,4752,24,58,5,n319-1,,,,,0
25,25,49.75,0.25,99.5,0.5,4776,24,60,5,n320-1,,,,,0
25,25,49.75,0.125,99.5,0.25,4776,12,76,1,n311-1,,,,,0
25,25,49.875,0.125,99.75,0.25,4788,12,72,1,n312-1,,,,,0
26,26,50.0,0.25,100.0,0.5,4800,24,57,5,n327-1,I6,2.0,2/2,,0
26,26,50.0,0.5,100.0,1.0,4800,48,77,1,n321-1,,,,,0
26,26,50.25,0.25,100.5,0.5,4824,24,60,5,n328-1,,,,,0
26,26,50.5,0.25,101.0,0.5,4848,24,57,5,n329-1,,,,,0
26,26,50.75,0.25,101.5,0.5,4872,24,60,5,n330-1,,,,,0
26,26,51.0,0.25,102.0,0.5,4896,24,79,1,n323-1,,,,,0
26,26,51.0,0.25,102.0,0.5,4896,24,58,5,n331-1,V2,2.0,2/2,,0
26,26,51.25,0.25,102.5,0.5,4920,24,60,5,n332-1,,,,,0
26,26,51.25,0.5,102.5,1.0,4920,48,79,1,n324-1,,,,,0
26,26,51.5,0.25,103.0,0.5,4944,24,58,5,n333-1,,,,,0
26,26,51.75,0.25,103.5,0.5,4968,24,60,5,n334-1,,,,,0
26,26,51.75,0.125,103.5,0.25,4968,12,76,1,n325-1,,,,,0
26,26,51.875,0.125,103.75,0.25,4980,12,72,1,n326-1,,,,,0
27,27,52.0,0.25,104.0,0.5,4992,24,57,5,n343-1,I6,2.0,2/2,,0
27,27,52.0,0.25,104.0,0.5,4992,24,77,1,n335-1,,,,,0
27,27,52.25,0.25,104.5,0.5,5016,24,77,1,n336-1,,,,,0
27,27,52.25,0.25,104.5,0.5,5016,24,60,5,n344-1,,,,,0
27,27,52.5,0.25,105.0,0.5,5040,24,78,1,n337-1,,,,,0
27,27,52.5,0.25,105.0,0.5,5040,24,57,5,n345-1,,,,,0
27,27,52.75,0.25,105.5,0.5,5064,24,60,5,n346-1,,,,,0
27,27,52.75,0.25,105.5,0.5,5064,24,78,1,n338-1,,,,,0
27,27,53.0,0.25,106.0,0.5,5088,24,58,5,n347-1,V2,2.0,2/2,,0
27,27,53.0,0.25,106.0,0.5,5088,24,79,1,n339-1,,,,,0
27,27,53.25,0.25,106.5,0.5,5112,24,60,5,n348-1,,,,,0
27,27,53.25,0.5,106.5,1.0,5112,48,79,1,n340-1,,,,,0
27,27,53.5,0.25,107.0,0.5,5136,24,58,5,n349-1,,,,,0
27,27,53.75,0.25,107.5,0.5,5160,24,60,5,n350-1,,,,,0
27,27,53.75,0.125,107.5,0.25,5160,12,76,1,n341-1,,,,,0
27,27,53.875,0.125,107.75,0.25,5172,12,72,1,n342-1,,,,,0
28,28,54.0,0.5,108.0,1.0,5184,48,77,1,n351-1,,,,,0
28,28,54.0,0.25,108.0,0.5,5184,24,57,5,n361-1,I6,2.0,2/2,,0
28,28,54.25,0.25,108.5,0.5,5208,24,60,5,n362-1,,,,,0
28,28,54.5,0.25,109.0,0.5,5232,24,57,5,n363-1,,,,,0
28,28,54.75,0.25,109.5,0.5,5256,24,60,5,n364-1,,,,,0
